駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
3404,目出,16,888,418,47.07,105,529,252,"1,033",373,123,33,12,"69,278",38,2,0,7.47,7.69,7.47,14.25,11.31,13.24,16.86,13.91,7.81,25,58.33,629
3405,小野田,"2,834","1,701",812,47.74,206,982,504,"2,987",748,251,34,61,"324,136",224,15,874,7.51,8.16,8.45,13.18,11.29,13.24,15.66,13.65,8.87,37.7,50.82,"1,400"
3406,浜河内,12,838,401,47.85,79,481,273,662,326,96,29,3,"6,665",17,0,3,5.78,8.18,9.75,9.51,8.3,15.4,18.77,12.39,11.91,33.33,33.33,303
3407,長門本山,44,"1,367",608,44.48,239,822,315,818,542,141,26,3,"4,035",24,1,73,11.1,10.74,8.71,13.28,9.22,15.24,16.18,8.78,6.75,33.33,66.67,96
3408,厚狭,"3,774","1,557",724,46.5,252,934,370,"1,577",625,179,29,45,"190,206",149,9,0,11.5,8.8,8.61,15.49,12.98,11.18,14.07,10.6,6.75,40,55.56,"1,014"
3409,湯ノ峠,2,59,28,47.46,2,37,28,39,27,10,37,0,0,1,0,0,1.39,4.17,6.94,5.56,6.94,19.44,23.61,15.28,16.67,0,0,3
3410,厚保,60,119,52,43.7,14,59,45,151,43,12,28,4,"4,593",11,0,37,5.93,10.17,8.47,6.78,8.47,15.25,14.41,16.1,14.41,75,25,56
3411,四郎ケ原,16,185,92,49.73,19,102,74,135,68,14,21,0,0,7,1,0,7.11,5.58,5.08,9.14,11.68,12.18,21.32,16.75,11.17,0,0,26
3412,南大嶺,20,226,96,42.48,19,123,86,231,91,32,35,5,"1,649",17,0,0,5.26,6.14,6.58,11.4,8.77,12.72,21.49,16.67,10.96,0,80,125
3413,美祢,700,"1,192",569,47.73,151,716,314,"1,688",539,216,40,31,"248,178",173,12,160,8.55,7.28,10.41,13.21,11.09,14.56,13.46,12.36,9.06,51.61,29.03,"1,140"
3414,重安,16,210,98,46.67,14,109,88,355,93,25,27,9,"9,407",27,1,0,3.32,6.16,5.69,6.16,11.85,15.17,20.38,15.64,15.64,11.11,77.78,221
3415,於福,96,273,118,43.22,18,125,129,210,109,31,28,7,"66,098",15,1,12,4.76,5.49,4.03,6.96,8.06,15.02,18.32,18.68,18.68,14.29,57.14,90
3416,渋木,22,119,55,46.22,7,71,40,72,43,10,23,1,0,4,0,0,4.17,7.5,4.17,6.67,10,20.83,18.33,15.83,12.5,0,100,12
3417,長門湯本,50,460,188,40.87,36,274,150,363,270,169,63,9,"58,567",33,2,0,4.57,6.74,10.65,9.78,9.35,15.43,19.35,15.65,8.48,22.22,55.56,207
3418,板持,26,608,288,47.37,67,338,203,443,247,58,23,10,"136,101",31,1,0,7.06,6.9,5.91,12.15,9.52,15.6,18.39,15.76,8.7,10,80,198
3419,長門市,"2,056","1,965",924,47.02,274,"1,256",434,"3,257",814,281,35,76,"656,041",335,27,8,9.67,10.08,10.08,13.65,11.2,14.21,14.21,8.6,8.3,53.95,36.84,"2,618"
3421,上野原,"10,700","1,657",841,50.75,182,"1,056",418,"1,378",671,206,31,20,"117,848",104,8,75,7.42,10.14,11.89,12.61,12.49,12.91,15.03,11.04,6.46,45,30,698
3422,四方津,"3,700","1,433",700,48.85,246,932,255,905,479,57,12,4,"6,048",41,1,237,11.56,12.12,7.52,14.21,14.07,15.39,13.37,7.59,4.18,50,25,207
3423,梁川,450,216,96,44.44,20,131,69,146,82,23,28,2,0,9,1,14,5.48,9.13,10.96,7.31,9.13,16.44,17.81,10.96,12.79,50,50,23
3424,鳥沢,"1,808","1,086",514,47.33,99,657,330,"1,151",398,83,21,14,"51,907",60,3,329,4.68,10.47,10.65,7.07,13.13,14.78,16.07,14.42,8.72,35.71,64.29,364
3425,猿橋,"3,052","1,147",535,46.64,170,737,240,845,402,64,16,7,"28,069",55,3,0,8.55,13.35,8.73,11.17,16.06,14.4,11.95,9.77,6.02,28.57,42.86,429
3426,大月,"10,956","1,853",873,47.11,151,"1,145",556,"4,161",838,343,41,81,"364,596",333,26,"1,500",4.91,12.89,10.79,9.06,10.57,13.32,15.26,12.73,10.46,48.15,43.21,"1,990"
3427,初狩,786,789,381,48.29,67,452,270,651,267,39,15,9,"30,843",39,1,75,4.56,9.87,8.86,6.71,13.04,13.04,17.85,14.18,11.9,44.44,33.33,225
3428,笹子,302,203,100,49.26,18,112,74,225,76,22,29,2,0,17,1,0,4.88,10.24,6.34,7.8,10.24,16.1,19.02,14.15,11.22,50,50,123
3429,甲斐大和,278,365,171,46.85,45,210,110,433,126,29,23,6,"26,007",43,3,90,8.24,8.52,4.95,14.56,9.34,13.74,16.76,15.11,8.79,50,50,194
3430,勝沼ぶどう郷,958,523,255,48.76,61,316,146,321,169,23,14,1,0,12,2,18,5.34,12.4,6.87,9.35,14.5,15.84,15.65,9.92,10.11,0,0,40
3431,塩山,"4,468","2,281","1,094",47.96,256,"1,331",694,"2,145",895,251,28,51,"253,733",228,20,146,6.84,9.33,8.06,10.43,12.27,13.89,16.17,13.1,9.9,52.94,33.33,"1,041"
3432,東山梨,"1,142","2,118",965,45.56,432,"1,286",400,"1,409",793,177,22,14,"36,928",65,2,220,13.43,11.87,9.88,14.89,13.38,11.25,11.11,7.94,6.24,35.71,50,324
3433,山梨市,"3,676","1,692",814,48.11,195,987,494,"3,227",637,189,30,56,"470,443",200,17,"1,061",7.69,8.23,8.59,10.67,13.71,13.36,15.09,13.12,9.54,42.86,50,"1,483"
3434,春日居町,760,"1,180",564,47.8,170,720,290,"1,303",397,71,18,13,"114,668",65,6,457,8.98,10.41,9.14,12.19,13.29,14.06,13.21,10.67,8.04,38.46,61.54,350
3435,石和温泉,"5,596","1,500",706,47.07,161,891,440,"2,094",660,260,39,30,"525,569",127,17,261,6.64,8.51,8.65,13,14.14,11.8,15.48,12.47,9.32,46.67,36.67,"1,251"
3436,酒折,"4,498","2,215","1,221",55.12,165,"1,647",382,"5,672",942,495,53,28,"350,975",100,10,"4,107",4.33,15.73,28.86,8.66,9.39,9.94,10.72,8.03,4.33,46.43,35.71,995
3437,甲府,"29,112","3,998","1,968",49.22,361,"2,455","1,096","12,109","2,125","1,097",52,202,"1,692,083",917,91,256,5.62,7.46,10.63,11.5,15.02,13.64,14.46,11.45,10.22,57.43,39.11,"10,539"
3438,竜王,"4,402","3,187","1,619",50.8,413,"2,154",590,"1,858","1,355",442,33,15,"170,174",118,7,0,8.78,8.52,11.66,17.14,13.5,13.31,14.7,7.98,4.4,40,40,810
3439,塩崎,"2,246","1,568",750,47.83,252,996,316,"1,548",617,155,25,8,"83,631",45,6,646,9.73,11.78,8.26,14.6,15.24,13,14.15,8.96,4.29,37.5,50,389
3440,韮崎,"5,372","1,993",977,49.02,215,"1,138",607,"2,830",865,305,35,96,"458,968",321,22,421,6.58,8.36,9.03,12.54,11.63,12.8,15.96,13.16,9.94,58.33,36.46,"1,626"
3441,新府,136,296,146,49.32,27,181,87,165,108,23,21,0,0,4,0,0,5.76,7.12,10.17,12.88,11.86,12.2,17.29,13.22,9.49,0,0,12
3442,穴山,350,316,155,49.05,34,200,83,177,113,24,21,1,0,12,1,0,5.68,11.04,8.83,8.83,14.51,14.83,16.4,12.3,7.57,0,100,49
3443,日野春,"1,138",210,110,52.38,16,131,63,160,85,20,24,1,0,10,0,0,3.81,7.14,8.57,8.57,13.33,18.57,18.1,10.48,11.43,0,100,71
3444,長坂,"2,278",830,405,48.8,125,511,194,777,337,101,30,5,"22,445",70,11,17,10.24,10.72,8.43,14.82,13.13,13.25,11.69,10.24,7.47,80,20,472
3445,小淵沢,"2,802",832,408,49.04,84,490,259,886,317,83,26,30,"159,936",99,9,134,6.38,11.07,6.38,10.95,9.27,14.8,19.01,11.67,10.47,43.33,43.33,450
3446,小淵沢,"2,704",832,408,49.04,84,490,259,886,317,83,26,30,"159,936",99,9,134,6.38,11.07,6.38,10.95,9.27,14.8,19.01,11.67,10.47,43.33,43.33,450
3447,甲斐小泉,54,203,105,51.72,14,123,65,157,95,34,36,1,0,14,2,0,2.96,9.36,8.87,5.91,14.29,14.78,19.21,17.24,7.39,0,100,76
3448,甲斐大泉,180,113,57,50.44,5,70,39,224,62,27,44,4,"2,819",32,3,0,1.69,5.08,11.02,7.63,10.17,14.41,28.81,11.86,9.32,50,25,163
3449,清里,468,276,133,48.19,32,182,70,237,134,58,43,5,"22,130",27,5,0,7.02,7.37,9.82,12.63,11.93,20,11.93,11.93,7.37,60,20,165
3450,十島,232,300,146,48.67,23,182,96,220,96,19,20,3,"2,310",16,0,0,5.67,8.33,7.67,9.67,10.33,15.67,19,10.67,13,0,100,88
3451,井出,242,31,15,48.39,3,14,12,107,10,2,20,1,0,4,0,14,7.14,7.14,3.57,7.14,10.71,14.29,14.29,14.29,21.43,0,100,73
3452,寄畑,16,30,12,40,3,14,9,23,12,3,25,0,0,1,0,0,10.34,0,6.9,13.79,10.34,20.69,13.79,6.9,17.24,0,0,3
3453,内船,690,888,434,48.87,70,534,289,816,334,86,26,14,"24,649",78,4,99,5.49,8.06,9.52,7.95,10.19,17.36,15.9,13.21,12.32,42.86,50,327
3454,甲斐大島,66,111,50,45.05,5,66,39,75,40,10,25,3,0,8,0,0,1.82,8.18,5.45,9.09,11.82,18.18,18.18,15.45,11.82,0,66.67,31
3455,身延,"1,276",469,227,48.4,60,256,155,468,177,55,31,15,"47,425",48,5,0,9.53,7.42,8.05,9.53,12.5,13.56,13.35,12.29,13.77,53.33,40,285
3456,塩之沢,46,237,121,51.05,26,135,76,183,79,19,24,1,0,14,0,0,5.88,9.66,5.88,10.92,12.18,17.65,13.03,12.61,12.18,0,100,91
3457,波高島,196,162,74,45.68,9,76,78,127,67,13,19,3,0,14,0,0,3.11,3.11,6.83,6.21,10.56,14.29,19.88,17.39,18.63,33.33,66.67,66
3458,下部温泉,564,153,68,44.44,9,76,74,344,57,22,39,2,645,20,1,0,2.5,5,5,4.38,8.75,16.88,20.63,11.88,25,100,0,250
3459,甲斐常葉,254,451,216,47.89,25,225,205,464,187,57,30,16,"24,443",48,2,56,3.29,5.26,7.02,4.82,9.65,16.67,16.01,17.76,19.52,56.25,31.25,174
3460,市ノ瀬,84,94,46,48.94,9,54,31,90,34,7,21,1,0,4,0,0,5.21,8.33,9.38,7.29,10.42,15.63,17.71,11.46,14.58,0,100,38
3461,久那土,718,287,131,45.64,26,148,114,249,107,22,21,6,"8,695",18,0,41,5.9,8.33,7.64,5.9,11.81,14.24,13.54,17.71,14.93,66.67,16.67,73
3462,甲斐岩間,586,780,375,48.08,97,434,249,739,275,43,16,17,"76,253",80,6,35,7.43,9.73,8.19,10.37,9.6,15.75,14.6,12.93,11.4,52.94,41.18,406
3463,落居,104,332,160,48.19,34,190,107,190,124,29,23,0,197,12,0,1,4.22,12.95,5.72,8.43,14.16,14.16,13.55,16.57,10.24,0,0,33
3464,鰍沢口,652,451,223,49.45,45,242,163,347,151,29,19,1,0,31,1,0,5.31,8.63,7.96,8.19,10.84,15.49,14.16,16.37,13.05,100,0,144
3465,市川大門,840,"2,081","1,015",48.77,245,"1,181",656,"2,010",704,123,17,29,"224,295",120,5,122,7.11,9.51,7.45,10.19,12.73,13.79,14.13,12.45,12.64,37.93,48.28,"1,097"
3466,市川本町,682,"2,171","1,067",49.15,216,"1,206",749,"2,740",808,172,21,49,"271,617",189,17,666,6.04,8.48,7.19,10.97,11.29,13.09,15.85,14.88,12.21,55.1,36.73,"1,176"
3467,芦川,190,"1,540",723,46.95,193,820,527,"1,259",528,95,18,13,"33,772",75,4,233,6.42,10.25,7.01,8.89,12.39,13.11,15.57,13.11,13.24,61.54,30.77,367
3468,甲斐上野,196,738,365,49.46,107,415,216,469,251,40,16,3,"3,640",37,2,5,10.55,7.85,7.31,12.86,10.69,13.53,16.78,11.77,8.66,33.33,33.33,170
3469,東花輪,"1,852","3,077","1,537",49.95,453,"2,050",536,"2,092","1,209",333,28,20,"226,050",116,7,302,9.61,10.16,11.12,15.95,14.54,13.85,13.39,7.14,4.24,40,40,766
3470,小井川,376,"1,531",788,51.47,199,"1,009",299,690,606,170,28,3,"3,153",38,1,0,8.56,9.16,11.81,13.34,13.34,16.12,13.87,8.16,5.64,0,66.67,189
3471,常永,610,"1,607",824,51.28,255,"1,085",234,"1,066",724,314,43,14,"60,634",84,7,181,11.12,10.8,15.06,16.9,14.17,11.56,9.66,7.43,3.3,21.43,57.14,435
3472,国母,650,"3,372","1,701",50.44,529,"2,276",488,"2,751","1,427",469,33,24,"640,757",148,10,14,11.33,8.93,11.88,17.56,15.8,12.97,11.03,6.93,3.56,45.83,29.17,"1,659"
3473,甲斐住吉,822,"3,462","1,712",49.45,409,"2,074",932,"3,751","1,537",557,36,38,"523,939",220,14,200,7.76,8.61,10.08,12.8,14.8,11.57,14.24,13.01,7.12,50,42.11,"2,262"
3474,南甲府,"1,410","4,248","2,035",47.9,503,"2,605","1,093","4,322","1,780",583,33,39,"192,303",262,12,421,7.17,9.69,8.33,11.9,15.57,13.4,14.83,11.76,7.33,41.03,51.28,"2,211"
3475,善光寺,526,"4,056","2,061",50.81,420,"2,494","1,082","3,136","1,886",860,46,41,"242,605",215,11,304,6.25,9.21,13.13,12.63,11.91,12.28,13.84,11.21,9.53,41.46,43.9,"1,262"
3476,金手,96,"3,238","1,599",49.38,276,"1,845","1,080","4,462","1,547",661,43,87,"612,322",417,28,354,4.96,7.46,9.4,10.96,12.3,12.99,15.7,14.64,11.58,55.17,37.93,"2,752"
3477,甲府,"28,554","3,998","1,968",49.22,361,"2,455","1,096","12,109","2,125","1,097",52,202,"1,692,083",917,91,256,5.62,7.46,10.63,11.5,15.02,13.64,14.46,11.45,10.22,57.43,39.11,"10,539"
3478,上野原,"10,700","1,657",841,50.75,182,"1,056",418,"1,378",671,206,31,20,"117,848",104,8,75,7.42,10.14,11.89,12.61,12.49,12.91,15.03,11.04,6.46,45,30,698
3479,四方津,"3,700","1,433",700,48.85,246,932,255,905,479,57,12,4,"6,048",41,1,237,11.56,12.12,7.52,14.21,14.07,15.39,13.37,7.59,4.18,50,25,207
3480,梁川,450,216,96,44.44,20,131,69,146,82,23,28,2,0,9,1,14,5.48,9.13,10.96,7.31,9.13,16.44,17.81,10.96,12.79,50,50,23
3481,鳥沢,"1,808","1,086",514,47.33,99,657,330,"1,151",398,83,21,14,"51,907",60,3,329,4.68,10.47,10.65,7.07,13.13,14.78,16.07,14.42,8.72,35.71,64.29,364
3482,猿橋,"3,052","1,147",535,46.64,170,737,240,845,402,64,16,7,"28,069",55,3,0,8.55,13.35,8.73,11.17,16.06,14.4,11.95,9.77,6.02,28.57,42.86,429
3483,大月,"10,956","1,853",873,47.11,151,"1,145",556,"4,161",838,343,41,81,"364,596",333,26,"1,500",4.91,12.89,10.79,9.06,10.57,13.32,15.26,12.73,10.46,48.15,43.21,"1,990"
3484,柏原,534,940,445,47.34,117,527,296,710,293,43,15,11,"13,132",48,1,117,7.13,10.43,7.55,11.81,11.28,11.38,16.17,14.47,9.79,54.55,45.45,207
3485,近江長岡,"1,650",636,295,46.38,55,371,217,615,198,25,13,11,"39,782",44,1,11,4.98,8.55,9.49,8.86,9.49,16.49,15.55,14.31,12.29,72.73,27.27,317
3486,醒ケ井,774,596,285,47.82,66,319,211,609,218,46,21,16,"67,892",63,2,39,5.37,8.72,6.54,12.42,11.24,11.41,19.97,15.44,8.89,43.75,43.75,321
3487,米原,"9,886","1,542",787,51.04,213,992,307,"2,019",647,229,35,30,"247,623",126,9,0,9.31,9.05,13.08,15.92,14,10.7,12.88,8.92,6.14,46.67,46.67,"1,461"
3488,彦根,"21,018","2,622","1,284",48.97,301,"1,661",620,"5,327","1,205",485,40,72,"635,120",338,27,154,7.63,8.63,10.07,13.4,15.1,14.17,13.01,10.22,7.78,56.94,36.11,"4,256"
3489,南彦根,"10,712","3,035","1,555",51.24,596,"1,994",376,"3,838","1,361",610,45,77,"1,981,104",218,21,72,14.62,9.53,12.39,21.22,15.29,9.13,8.42,5.86,3.54,59.74,31.17,"2,843"
3490,河瀬,"5,920","2,695","1,340",49.72,424,"1,833",369,"2,552","1,085",374,34,26,"202,424",89,4,735,10.66,10.51,13.86,16.49,14.28,14.05,10.85,6.63,2.67,46.15,34.62,"1,066"
3491,稲枝,"4,982","2,272","1,121",49.34,408,"1,518",329,"1,566",857,224,26,22,"203,799",70,1,269,11.88,12.46,10.55,16.62,16.36,11.13,10.59,6.07,4.34,45.45,40.91,589
3492,能登川,"13,910","2,456","1,177",47.92,343,"1,575",510,"3,296",933,242,26,65,"293,452",222,16,525,9.56,9.23,11.21,16.53,11.58,13.27,13.69,9.07,5.85,56.92,40,"1,937"
3493,安土,"5,084","2,755","1,338",48.57,390,"1,741",616,"1,975",950,175,18,28,"66,647",126,6,495,9.79,8.99,11.14,14.52,12.12,13.4,14.31,9.97,5.75,46.43,46.43,511
3494,近江八幡,"34,958","3,441","1,729",50.25,551,"2,359",488,"7,493","1,430",522,37,133,"2,658,527",341,36,297,11.06,9.86,12.74,17.59,16.27,11.27,11.5,6.12,3.59,73.68,22.56,"5,850"
3495,篠原,"4,120","2,368","1,165",49.2,265,"1,555",548,"1,298",843,141,17,15,"140,964",66,2,0,7.31,8.96,10.99,11.58,11.41,15.93,18.77,9.34,5.71,26.67,53.33,349
3496,野洲,"28,098","4,304","2,128",49.44,730,"2,918",604,"4,204","1,798",630,35,50,"396,635",267,24,469,12.16,9.19,12.06,20.29,15.49,10.65,10.65,5.95,3.55,56,40,"2,410"
3497,守山,"32,044","6,300","3,043",48.3,966,"4,303",907,"5,162","2,536",707,28,65,"729,840",313,20,307,10.67,10.18,11.64,16.96,15.05,13.66,12.04,6.51,3.3,58.46,36.92,"3,038"
3498,栗東,"25,092","7,221","3,524",48.8,"1,708","4,852",644,"4,768","2,583",449,17,32,"456,034",196,15,776,17.05,10.93,9.36,23.43,17.69,8.43,7.77,3.58,1.76,56.25,34.38,"1,593"
3499,草津,"55,932","9,175","4,501",49.06,"1,567","6,400","1,147","11,006","4,041","1,522",38,105,"2,456,889",524,40,244,11.32,11.05,11.07,18.08,19.41,10.92,9.8,5.45,2.91,62.86,35.24,"8,179"
3500,南草津,"56,012","8,274","4,175",50.46,"1,304","5,950",922,"6,294","4,104","2,046",50,50,"769,389",240,19,949,11.94,9.91,17.97,21.07,14.59,8.56,8.6,4.48,2.89,46,44,"3,391"
3501,瀬田,"34,848","6,534","3,231",49.45,850,"4,513",942,"7,238","3,205","1,604",50,86,"1,158,690",406,38,66,8.8,9.83,17.18,16.4,13.83,12.21,11.47,6.65,3.63,47.67,39.53,"5,235"
3502,石山,"48,570","3,636","1,757",48.32,494,"2,369",730,"6,688","1,663",669,40,77,"553,346",382,33,56,9.47,8.32,12.69,18.15,14.23,10.41,12,9.05,5.68,54.55,40.26,"5,519"
3503,膳所,"25,246","5,864","2,759",47.05,734,"3,670","1,407","8,723","2,393",678,28,97,"1,795,500",376,32,"1,947",8.54,8.55,9.91,14.4,12.6,12.56,16.57,10.82,6.04,52.58,36.08,"4,552"
3504,大津,"34,502","4,481","2,072",46.24,501,"2,702","1,215","9,302","2,035",761,37,106,"577,076",670,51,402,7.7,7.2,9.87,14.28,12.97,11.93,15.53,12.72,7.81,54.72,37.74,"7,194"
3505,米原,"9,088","1,542",787,51.04,213,992,307,"2,019",647,229,35,30,"247,623",126,9,0,9.31,9.05,13.08,15.92,14,10.7,12.88,8.92,6.14,46.67,46.67,"1,461"
3506,坂田,"1,244","1,117",552,49.42,198,702,213,870,367,66,18,8,"41,275",30,0,249,11.02,13.62,10.3,12.81,15.23,12.99,10.13,7.97,5.91,62.5,37.5,227
3507,田村,"2,616",462,212,45.89,58,282,123,"1,568",125,12,10,3,"46,569",51,2,934,8.6,11.4,12.9,11.18,8.82,12.04,16.34,10.32,8.39,33.33,33.33,455
3508,長浜,"8,940","3,107","1,492",48.02,437,"1,810",825,"3,570","1,275",383,30,166,"711,821",424,53,117,9.87,8.14,8.53,14.98,13.45,11.73,13.16,12.15,7.98,62.65,35.54,"2,340"
3509,虎姫,"1,324",817,390,47.74,100,506,211,"1,169",255,43,17,25,"95,353",63,1,0,7.83,9.18,9.42,11.26,10.04,15.67,17.26,10.65,8.69,52,44,856
3510,河毛,956,225,110,48.89,31,137,56,124,60,7,12,1,851,11,1,0,8.52,8.52,11.21,13,10.31,13.9,17.04,10.31,7.17,100,0,35
3511,高月,"1,422","1,557",837,53.76,233,984,338,"1,992",626,248,40,27,"199,218",111,4,384,9.77,9.77,13.83,15.82,10.61,11.96,14.08,8.75,5.4,40.74,37.04,"1,122"
3512,木ノ本,"1,456","1,221",587,48.08,127,641,435,"1,803",466,154,33,43,"243,317",133,6,243,6.74,7.82,8.65,10.57,10.57,11.56,14.98,14.81,14.31,48.84,37.21,"1,042"
3513,余呉,382,65,29,44.62,5,35,20,40,20,4,20,0,"4,957",4,0,0,5.08,8.47,10.17,10.17,10.17,15.25,16.95,13.56,10.17,0,0,13
3514,近江塩津,418,202,99,49.01,25,133,46,97,58,7,12,0,0,6,0,0,5.39,11.76,11.27,13.73,12.25,12.75,16.67,11.76,4.41,0,0,24
3515,大津京,"18,052","7,564","3,655",48.32,"1,307","4,862","1,249","6,319","3,304","1,134",34,64,"685,660",294,29,628,12.36,9.06,9.69,18.48,16.61,10.92,10.91,7.95,4.02,53.13,40.63,"3,239"
3516,唐崎,"7,234","4,564","2,140",46.89,639,"2,862","1,024","3,415","1,845",527,29,39,"362,625",195,17,541,9.17,9.99,10.12,13.94,12.55,12.84,15.53,10.76,5.1,28.21,61.54,"1,182"
3517,比叡山坂本,"9,602","3,825","1,835",47.97,555,"2,428",816,"3,295","1,465",366,25,33,"537,294",168,17,758,9.22,10.93,10.64,14.22,14.4,11.51,13.98,10.03,5.08,54.55,45.45,"1,207"
3518,おごと温泉,"12,926","2,322","1,126",48.49,524,"1,525",253,"1,185",837,198,24,6,"22,033",36,1,137,17.15,10.42,11.72,21.54,14.63,8.77,8.47,4.78,2.52,33.33,50,346
3519,堅田,"15,878","4,159","2,022",48.62,627,"2,884",578,"4,000","1,768",624,35,72,"982,336",285,31,162,10.14,11.39,13.69,15.77,15.4,12.96,11.32,5.92,3.42,47.22,44.44,"2,705"
3520,小野,"6,622","2,552","1,200",47.02,328,"1,596",616,"1,564",981,191,19,8,"139,897",52,4,96,7.95,10.39,8.5,12.08,12.28,14.05,18.54,10.74,5.47,37.5,50,517
3521,和邇,"5,014","2,179","1,021",46.86,347,"1,352",461,"1,924",795,190,24,44,"429,334",117,10,170,10.7,10.7,9.87,14.91,12.51,11.67,13.85,8.24,7.55,50,45.45,949
3522,蓬莱,"1,964",494,234,47.37,74,296,125,566,160,23,14,0,0,18,2,273,8.87,10.48,7.86,12.3,11.9,15.73,15.32,10.89,6.65,0,0,94
3523,志賀,"1,712",517,255,49.32,80,323,109,505,194,50,26,11,"23,981",39,3,111,9.94,10.33,10.53,12.67,13.45,12.28,16.96,8.19,5.65,54.55,36.36,190
3524,比良,"2,974",443,208,46.95,41,265,133,236,141,21,15,3,0,12,0,0,6.85,7.08,11.64,9.36,10.05,15.3,16.67,11.64,11.42,33.33,33.33,59
3525,近江舞子,"1,450",521,237,45.49,60,282,168,600,173,43,25,1,"11,134",20,1,213,8.24,7.84,8.63,12.35,10.59,13.14,15.29,8.82,15.1,0,100,190
3526,北小松,758,636,297,46.7,48,371,220,417,208,33,16,3,52,32,4,0,2.81,10.3,9.83,7.02,11.39,15.29,18.88,13.1,11.39,0,66.67,132
3527,近江高島,"1,562",871,409,46.96,113,505,256,"1,388",293,61,21,17,"67,692",62,3,389,8.69,8.91,9.49,14.29,9.37,12.69,13.49,9.94,13.14,11.76,76.47,662
3528,安曇川,"3,650","1,289",621,48.18,193,855,230,"2,676",533,197,37,63,"890,254",193,17,272,10.93,9.37,13.9,15.53,12.96,13.43,10.62,7.81,5.46,49.21,38.1,"2,020"
3529,新旭,"2,288","1,281",625,48.79,225,837,217,"1,310",492,140,28,20,"192,577",98,5,237,12.82,9.54,13.53,16.18,14.31,10.87,10.63,7.51,4.61,25,60,728
3530,近江今津,"4,324","1,782",860,48.26,238,"1,095",450,"1,753",716,210,29,58,"318,541",208,23,0,8.3,9.87,9.25,13.18,12.39,13.57,15.37,11.78,6.28,50,41.38,"1,120"
3531,近江中庄,302,259,132,50.97,23,164,73,250,92,21,23,2,"13,080",15,1,0,5.04,8.53,8.91,13.18,11.24,13.57,20.93,10.85,7.75,0,50,151
3532,マキノ,642,578,286,49.48,114,356,110,409,206,50,24,8,"50,625",36,10,0,11.38,12.93,9.14,13.79,15.17,10.86,14.31,8.1,4.31,12.5,62.5,195
3533,永原,248,100,49,49,13,67,28,232,37,8,22,2,0,16,1,56,7.41,8.33,10.19,10.19,13.89,14.81,17.59,11.11,6.48,50,0,147
3534,近江塩津,350,202,99,49.01,25,133,46,97,58,7,12,0,0,6,0,0,5.39,11.76,11.27,13.73,12.25,12.75,16.67,11.76,4.41,0,0,24
3535,油日,588,603,281,46.6,79,318,197,691,187,32,17,22,"56,084",47,2,252,7.41,10.44,7.58,10.1,11.45,12.29,16.33,15.32,9.09,36.36,59.09,181
3536,甲賀,"1,568","1,107",551,49.77,137,667,278,"1,621",409,136,33,38,"184,030",109,3,0,8.03,8.49,12.28,13.39,10.71,13.67,14.13,10.62,8.68,44.74,39.47,"1,219"
3537,寺庄,"1,548",835,432,51.74,118,525,179,"1,223",303,76,25,12,"40,126",45,0,417,10.18,8.36,14.79,13.94,11.03,11.76,13.94,10.18,5.82,41.67,50,542
3538,甲南,"1,898","1,633",788,48.25,200,"1,024",403,"1,293",564,117,21,13,"50,333",68,3,329,7.5,11.19,11.25,10.45,12.85,14.87,13.09,10.88,7.93,38.46,61.54,342
3539,貴生川,"8,500","2,115","1,105",52.25,379,"1,373",319,"1,416",800,234,29,22,"132,225",113,6,11,13,10.29,10.82,17.92,15.51,11.06,10.77,6.91,3.72,40.91,59.09,721
3540,三雲,"3,844",576,312,54.17,66,372,121,550,248,104,42,9,"54,673",56,1,0,8.04,9.82,12.32,11.43,14.82,13.75,14.64,9.64,5.54,55.56,33.33,368
3541,甲西,"4,716","1,425",764,53.61,218,995,182,"2,319",641,296,46,24,"369,839",120,13,402,10.97,9.25,15.84,19.21,13.84,12.11,10.39,4.73,3.66,62.5,29.17,"1,488"
3542,石部,"3,566",866,450,51.96,154,583,123,727,337,115,34,7,"125,054",53,1,0,13.7,8.36,15.56,18,13.12,11.03,8.94,6.85,4.41,28.57,28.57,483
3543,手原,"5,894","2,176","1,083",49.77,343,"1,462",362,"2,722",834,249,30,28,"423,019",202,11,0,10.89,9.78,13.05,17.76,13.65,11.3,11.39,7.47,4.7,39.29,35.71,"2,017"
3544,草津,"54,870","9,175","4,501",49.06,"1,567","6,400","1,147","11,006","4,041","1,522",38,105,"2,456,889",524,40,244,11.32,11.05,11.07,18.08,19.41,10.92,9.8,5.45,2.91,62.86,35.24,"8,179"
3545,追分,"1,588","2,102","1,038",49.38,271,"1,317",486,"1,403",871,276,32,11,"62,696",64,1,191,8.83,8.54,11.72,14.81,12.4,11.53,15.87,9.26,7.04,27.27,63.64,441
3546,大谷,375,322,154,47.83,16,185,121,230,134,34,25,1,0,9,2,0,2.8,6.21,9.63,7.76,9.32,12.73,24.84,17.39,9.32,0,0,80
